impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K26-187695,A744923,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3057455,LOST,Kombucha,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Brown,"Mar 28, 2026",Date Lost,SW  298th St & 10th Ave SW,Federal Way,,98023,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3057455,Image Copyright HLP Inc. 2026,"<p/>Age: Over 1 year<p/>Location Lost: sw 298th st and 10th ave sw, Federal Way WA  98023<p/>Lost Date: 2026-03-28<p/>",
K26-187878,A745375,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745375,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Luke,Cat,5 YEARS,Neutered Male,Domestic Longhair,Gray / White,"Apr 08, 2026",Received on,32300 block of  LYNCH LN,BLACK DIAMOND,WA,98010,BLACK DIAMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745375,Image Copyright HLP Inc. 2026,"Received on: 2026-04-08<p/> Found Near: 32300 block of  LYNCH LN<p/> Description: Gray / White Neutered Male Domestic Longhair Cat<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-187781,A745164,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3059088,LOST,Cory,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"Mar 17, 2026",Date Lost,21800 block of  12TH AVE S,Des Moines,,98198,DES MOINES,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3059088,Image Copyright HLP Inc. 2026,"Description: He is greyish and has white on his paws and on his feet <p/>Age: Over 1 year<p/>Location Lost: 21811 12th ave S , Seattle WA  98198<p/>Lost Date: 2026-03-17<p/>",
K26-187855,A745335,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,,Cat,1 WEEK,Female,Domestic Shorthair,Buff,"Apr 07, 2026",Received on,30300 block of  KENT BLACK DIAMOND RD SE,KENT,WA,98042,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745335,Image Copyright HLP Inc. 2026,Received on: 2026-04-07<p/> Found Near: 30300 block of  KENT BLACK DIAMOND RD SE<p/> Description: Buff Female Domestic Shorthair Cat<p/> Age: 1 WEEK<p/> Current Location: In RASKC Foster Home <p/>,
K26-187369,A744219,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3051034,LOST,David Lundin,Cat,Over 1 year<p/>,Male,Maine Coon,Black,"Mar 06, 2026",Date Lost,SE  40th St & W Mercer Way,Mercer Island,,98040,MERCER ISLAND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3051034,Image Copyright HLP Inc. 2026,"Description: Black and grey main coon.  <p/>Age: Over 1 year<p/>Location Lost: 40th and west Mercer , Mercer Island WA  98040<p/>Lost Date: 2026-03-06<p/>",
K26-187957,A745494,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745494,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Artemis,Dog,13 YEARS 7 MONTHS,Female,Shih Tzu / Miniature Poodle,Tan,"Apr 11, 2026",Received on,16200 block of  39TH AVE NE,LAKE FOREST PARK,WA,98155,LAKE FOREST PAR,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745494,Image Copyright HLP Inc. 2026,"Received on: 2026-04-11<p/> Found Near: 16200 block of  39TH AVE NE<p/> Description: Tan Female Shih Tzu / Miniature Poodle Dog<p/> Age: 13 YEARS 7 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-187973,A745523,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3062537,In Public Home,,Dog,Over 1 year<p/>,Female,Standard Poodle,Brown,"Apr 12, 2026",Date Found,Margaret  Mead Elementary School,,,,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3062537,Image Copyright HLP Inc. 2026,"Description: Green collar, no tags. No microchip.  Appears well groomed and has an Afro like haircut.  Dog was taken to Seattle Humane Society 13212 SE Eastgate Way, Bellevue, WA 98005<p/>Age: Over 1 year<p/>Found Near: Margaret Mead Elementary School , Sammamish WA  98074<p/>Found Date: Apr 12 202<p/>",
K26-187876,A745365,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Okoye,Cat,14 WEEKS,Female,Domestic Shorthair,Black,"Apr 08, 2026",Received on,2900 block of  S 144TH ST,SEATAC,WA,98168,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745365,Image Copyright HLP Inc. 2026,Received on: 2026-04-08<p/> Found Near: 2900 block of  S 144TH ST<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 14 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K26-187902,A745420,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A745420,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sean,Cat,NO AGE,Neutered Male,Domestic Shorthair,Org Tabby,"Apr 09, 2026",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745420,Image Copyright HLP Inc. 2026,"Received on: 2026-04-09<p/> Description: Org Tabby<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: NO AGE<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Sean and I am available for adoption!<p/><p/>I was originally found wandering around outside but I have since realized that people arent so bad and I rather enjoy some good pets! I can be shy and scared of you at first but I quickly warm up to you if you offer some treats.<p/><p/>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>Because of my shy nature, I would do best in a calm, quiet home. When I go to my new home it is important to be patient with me and allow me time to acclimate to my new environment at my own speed. It is best to keep me in a smaller, quiet room, with my food, bed, and litterbox until I am comfortable and confident enough to start exploring the rest of my home.<p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/><p/><p/><p/><p/><p/><p/>",
K26-187839,A745298,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3060455,LOST,Shadow,Cat,Over 1 year<p/>,Male,Domestic Longhair,Black,"Mar 20, 2026",Date Lost,NE  Hollyhills Dr & 127th Ave NE,Bothell,,98011,BOTHELL,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3060455,Image Copyright HLP Inc. 2026,"Description: Long black hair with some brown, grey/ blonde long hair underneath.<p/>Age: Over 1 year<p/>Location Lost: Hollyhills Drive and 127th Ave NE, Bothell WA  98011<p/>Lost Date: 2026-03-20<p/>",
K26-187314,A744112,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3050178,In Public Home,,Dog,Unknown<p/>,Unknown,Pit Bull,Unknown,"Mar 06, 2026",Date Found,1900 block of  S Grand St,Seattle,,98144,SEATTLE,47.58697,-122.306939,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3050178,Image Copyright HLP Inc. 2026,<p/>Age: Unknown<p/>Found Near: 1900 block of  S Grand St<p/>Found Date: 2026-03-06<p/>,
K26-187710,A744946,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3057740,LOST,,Cat,Over 1 year<p/>,Male,Domestic Mediumhair,Unknown,"Mar 10, 2026",Date Lost,21800 block of  12TH AVE S,Des Moines,,98198,DES MOINES,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3057740,Image Copyright HLP Inc. 2026,"<p/>Age: Over 1 year<p/>Location Lost: 21811 12th Ave S, Seattle WA  98198<p/>Lost Date: 2026-03-10<p/>",
K26-187499,A744520,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3054010,In Public Home,Unknown,Dog,Under 1 year<p/>,Female,German Shepherd,Black,"Mar 18, 2026",Date Found,SE  37TH ST & 150TH AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3054010,Image Copyright HLP Inc. 2026,"Description: Found a very young 8m-1yr old German Shepherd female loose in our parking lot with no identification or microchip. She only had an LED collar on that still had charge to it. She is very thin, approaching a concerning level as well as we Found her caked in mud.<p/>Age: Under 1 year<p/>Found Near: SE 37th ST  & 150th Ave SE , Bellevue WA  98006<p/>Found Date: 2026-03-18<p/>",
K26-187843,A745306,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3060520,In Public Home,Sandy Sterno,Dog,Unknown<p/>,Unknown,German Shepherd,Unknown,"Apr 07, 2026",Date Found,EAST  LAKE MORTON DRIVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3060520,Image Copyright HLP Inc. 2026,"<p/>Age: Unknown<p/>Found Near: East Lake Morton Drive, Kent WA  98042<p/>Found Date: 2026-04-07<p/>",
K26-188008,A745606,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3062825,In Public Home,Russia,Dog,Over 1 year<p/>,Male,Pit Bull,Brown,"Apr 12, 2026",Date Found,Margaret  Mead Elementary School,,,,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3062825,Image Copyright HLP Inc. 2026,"Description: Dark brown male pitbull mix with a grey face and white feet. Microchip # 981020019835084   Found with a grey and tan female poodle. Both Found near Margaret Mead Elementary. <p/>Age: Over 1 year<p/>Found Near: Margaret Mead Elementary, Sammamish WA  98074<p/>Found Date: 2026-04-12<p/>",
K26-187969,A745515,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3062392,LOST,Agnes,Dog,Over 1 year<p/>,Female,Great Dane,Unknown,"Apr 12, 2026",Date Lost,NE  91ST STREET AND 168TH PLEASE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3062392,Image Copyright HLP Inc. 2026,"Description: Agnes is a 165 lb fawn colored great Dane.  She had a black and gray snout.  <p/>Age: Over 1 year<p/>Location Lost: NE 91st Street and 168th please NE, Redmond WA  98052<p/>Lost Date: 2026-04-12<p/>",
K26-186566,A740639,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Luna,Rabbit Sh,3 YEARS 4 MONTHS,Spayed Female,Rabbit Sh,White / Black,"Dec 08, 2025",Received on,21615 64TH AVE S,KENT,WA,98032,MAPLE VALLEY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A740639,Image Copyright HLP Inc. 2026,"Received on: 2025-12-08<p/> Description: White / Black Spayed Female Rabbit Sh Rabbit Sh<p/> Age: 3 YEARS 4 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: In RASKC Foster Home <p/>Hi there! My name is Luna and I'm a rabbit who is looking for a forever home. <p/><p/>I was brought in by my previous owner. I came in all alone but could potentially be bonded to a new rabbit friend with proper introductions. If you are considering adding a second bunny to your family, familiarize yourself with the rabbit bonding process and don't hesitate to reach out if you would like us to host a speed date to find the best match.  <p/><p/>I am looking for someone who can provide me with plenty of love and attention. <p/><p/>When it comes to feeding me, I will need the proper balance of pellets, timothy hay, fresh vegetables and access to a fresh water! <p/><p/>For housing, I will need appropriate room to roam, with separate spaces for a hidey house, litter box, play area and food and water. I am not meant to live in a cage all the time, so be sure you can provide me with time outside my enclosure at least once a day to stretch my legs, explore and exercise. Just be sure to bunny proof the space! Cleaning my cage and grooming are important for me too!<p/>",
K26-187659,A744872,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3057003,LOST,,Cat,Unknown<p/>,Unknown,American Shorthair,Unknown,"Mar 25, 2026",Date Lost,WARNER  AVE AND SAMANSKI ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3057003,Image Copyright HLP Inc. 2026,"Description: KiKi is about 4yrs old she's a calico <p/>Age: Unknown<p/>Location Lost: Warner Ave and Samanski St, Enumclaw WA  98022<p/>Lost Date: 2026-03-25<p/>",
K26-188001,A745596,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745596,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,3 WEEKS,Female,Domestic Shorthair,Torbie,"Apr 13, 2026",Received on,10000 block of  SE 258TH PL,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745596,Image Copyright HLP Inc. 2026,"Received on: 2026-04-13<p/> Found Near: 10000 block of  SE 258TH PL<p/> Description: Torbie Female Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-187978,A731880,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A731880,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Loka,Dog,1 YEAR 7 MONTHS,Female,Dogo Argentino / Pit Bull,Br Brindle / White,"Apr 13, 2026",Received on,10400 block of  5TH AVE SW,SEATTLE,WA,98146,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731880,Image Copyright HLP Inc. 2026,"Received on: 2026-04-13<p/> Found Near: 10400 block of  5TH AVE SW<p/> Description: Br Brindle / White Female Dogo Argentino / Pit Bull Dog<p/> Age: 1 YEAR 7 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",DANGEROUS
K26-187742,A745048,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A745048,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Heath,Dog,1 YEAR 7 MONTHS,Neutered Male,Doberman Pinscher,Black / Tan,"Mar 31, 2026",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745048,Image Copyright HLP Inc. 2026,"Received on: 2026-03-31<p/> Description: Black / Tan<p/>  Neutered Male Doberman Pinscher Dog<p/> Age: 1 YEAR 7 MONTHS<p/> Adoption Fee: $50.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi, my name is Heath and I'm available for adoption!  I'm a 1yr 7mo old male black/tan Beauceron dog (ID #A745048).  I was brought in by a good Samaritan on March 31, 2026.  At 98lbs I am considered a large breed dog.<p/><p/>I am a very smart boy and am practicing how to ""sit"" and ""shake"".  I also have a very affectionate side and would be thrilled to play with you at home!  I am full of energy and love to play!  I tend to calm down more when the people around me stay calm.  I do best when I have lots of exercise and something to keep my mind busy.  I would do best in a home with older children.  I am a spirited dog with a fun-loving personality!  I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/><p/>I am neutered, current on vaccinations, and microchipped!  I was nominated for Pet of the Week on April 14, 2026.  This means that my adoption fee has been reduced!  This adoption fee includes a King County pet license (if applicable).  This helps my safe return home should I become lost, and comes with additional benefits such as Vacation Pet Alert, Free Ride Home and more (visit our pet licensing page for more info)!  My new family can also benefit from enrolling me in Fetch Pet Insurance.  Fetch offers the most comprehensive plan in North America with no restrictions on breed, age, or size.  Together, RASKC and Fetch are making sure pets are happy and healthy in their new forever homes!<p/><p/>If you are looking for an affectionate and energetic guy to add to your family, and are ready to fall in love with my pawesome self, please come down to RASKC to visit me!  You can find out more about me and my other friends on our website at www.kingcounty.gov/adoptapet.  Also look for me on Instagram with #heathkingcountypetsa745048.  You can find out more information on our adoption process on our website as well.  If you have more questions, you can contact RASKC via phone at 206-296-7387 (PETS) or email pets@kingcounty.gov.  If you want to meet me or other pets in person, RASKC is open from noon to 5pm Monday through Friday, and noon to 4pm on Saturday and Sunday.  Our address is 21615 64th Ave S, Kent, WA 98032.<p/>",
K26-188029,A745637,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,,Cat,2 WEEKS,Female,Domestic Shorthair,Black / White,"Apr 14, 2026",Received on,13000 block of  MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745637,Image Copyright HLP Inc. 2026,Received on: 2026-04-14<p/> Found Near: 13000 block of  MARTIN LUTHER KING JR WAY S<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: 2 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K26-187824,A745250,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3060133,LOST,Lola,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Unknown,"Apr 05, 2026",Date Lost,14700 block of  SE 262ND ST,Kent,,98042,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3060133,Image Copyright HLP Inc. 2026,"Description: Tabby with White bib and tummy, and paws - light brown circle around nose<p/>Age: Over 1 year<p/>Location Lost: 14710 Southeast 262nd Street, Kent WA  98042<p/>Lost Date: 2026-04-05<p/>",
K26-187646,A744844,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3056772,In Public Home,,Dog,Unknown<p/>,Unknown,Labrador Retriever,Brown,"Mar 26, 2026",Date Found,NE  17TH ST AND 211 WAY AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3056772,Image Copyright HLP Inc. 2026,"<p/>Age: Unknown<p/>Found Near: NE 17th ST and 211 way ave, Sammamish WA  98074<p/>Found Date: 2026-03-26<p/>",
